                    2	0	ACT0	0	3	 07ff
                    4	0	ACT1	0	3	 07ff
                   80	0	RD0	0	3	 3f0
                   82	0	RD1	0	3	 3f0
                  156	0	PRE	0	3	 
                  232	0	ACT0	0	0	 0689
                  234	0	ACT1	0	0	 0689
                  310	0	WR0	0	0	 144
                  312	0	WR1	0	0	 144
                  464	0	PRE	0	0	 
                  540	0	ACT0	0	1	 43ff
                  542	0	ACT1	0	1	 43ff
                  618	0	RD0	0	1	 3f8
                  620	0	RD1	0	1	 3f8
                  694	0	PRE	0	1	 
                  770	0	ACT0	0	2	 0494
                  772	0	ACT1	0	2	 0494
                  848	0	RD0	0	2	 14c
                  850	0	RD1	0	2	 14c
                  924	0	PRE	0	2	 
                 1000	1	ACT0	0	2	 07ff
                 1002	1	ACT1	0	2	 07ff
                 1078	1	WR0	0	2	 3f0
                 1080	1	WR1	0	2	 3f0
                 1232	1	PRE	0	2	 
