                    2	0	ACT0	0	3	 07ff
                    4	0	ACT1	0	3	 07ff
                   80	0	RD0	0	3	 3f0
                   82	0	RD1	0	3	 3f0
                  156	0	PRE	0	3	 
                  232	0	ACT0	0	3	 161f
                  234	0	ACT1	0	3	 161f
                  310	0	WR0	0	3	 3f1
                  312	0	WR1	0	3	 3f1
                  464	0	PRE	0	3	 
                  540	0	ACT0	0	3	 3c6b
                  542	0	ACT1	0	3	 3c6b
                  618	0	RD0	0	3	 3f1
                  620	0	RD1	0	3	 3f1
                  694	0	PRE	0	3	 
                  770	0	ACT0	0	3	 43ff
                  772	0	ACT1	0	3	 43ff
                  848	0	RD0	0	3	 3f1
                  850	0	RD1	0	3	 3f1
                  924	0	PRE	0	3	 
                 1000	0	ACT0	0	3	 072b
                 1002	0	ACT1	0	3	 072b
                 1078	0	WR0	0	3	 3f1
                 1080	0	WR1	0	3	 3f1
                 1232	0	PRE	0	3	 
