                    2	0	ACT0	0	3	 07ff
                    4	0	ACT1	0	3	 07ff
                   80	0	RD0	0	3	 3f0
                   82	0	RD1	0	3	 3f0
                  156	0	PRE	0	3	 
                  232	1	ACT0	4	0	 403f
                  234	1	ACT1	4	0	 403f
                  310	1	WR0	4	0	 3f0
                  312	1	WR1	4	0	 3f0
                  464	1	PRE	4	0	 
                  540	0	ACT0	0	1	 06ab
                  542	0	ACT1	0	1	 06ab
                  618	0	RD0	0	1	 3f0
                  620	0	RD1	0	1	 3f0
                  694	0	PRE	0	1	 
                  770	0	ACT0	0	2	 07d7
                  772	0	ACT1	0	2	 07d7
                  848	0	RD0	0	2	 3f0
                  850	0	RD1	0	2	 3f0
                  924	0	PRE	0	2	 
                 1000	0	ACT0	0	3	 07ff
                 1002	0	ACT1	0	3	 07ff
                 1078	0	WR0	0	3	 3f0
                 1080	0	WR1	0	3	 3f0
                 1232	0	PRE	0	3	 
