                    2	0	ACT0	0	3	 07ff
                    4	0	ACT1	0	3	 07ff
                   80	0	RD0	0	3	 3f0
                   82	0	RD1	0	3	 3f0
                  156	0	PRE	0	3	 
                  232	0	ACT0	6	3	 07ff
                  234	0	ACT1	6	3	 07ff
                  310	0	WR0	6	3	 3f0
                  312	0	WR1	6	3	 3f0
                  464	0	PRE	6	3	 
                  540	0	ACT0	4	0	 07ff
                  542	0	ACT1	4	0	 07ff
                  618	0	RD0	4	0	 3f0
                  620	0	RD1	4	0	 3f0
                  694	0	PRE	4	0	 
                  770	0	ACT0	2	0	 07ff
                  772	0	ACT1	2	0	 07ff
                  848	0	RD0	2	0	 3f0
                  850	0	RD1	2	0	 3f0
                  924	0	PRE	2	0	 
                 1000	0	ACT0	0	3	 07ff
                 1002	0	ACT1	0	3	 07ff
                 1078	0	WR0	0	3	 3f0
                 1080	0	WR1	0	3	 3f0
                 1232	0	PRE	0	3	 
