                  112	0	ACT0	0	3	 07ff
                  114	0	ACT1	0	3	 07ff
                  190	0	RD0	0	3	 3f0
                  192	0	RD1	0	3	 3f0
                  266	0	PRE	0	3	 
                  342	0	ACT0	2	3	 0689
                  344	0	ACT1	2	3	 0689
                  420	0	RD0	2	3	 144
                  422	0	RD1	2	3	 144
                  496	0	PRE	2	3	 
                  572	0	ACT0	4	3	 43ff
                  574	0	ACT1	4	3	 43ff
                  650	0	RD0	4	3	 3f8
                  652	0	RD1	4	3	 3f8
                  726	0	PRE	4	3	 
                  882	0	ACT0	6	3	 0494
                  884	0	ACT1	6	3	 0494
                  960	0	RD0	6	3	 14c
                  962	0	RD1	6	3	 14c
                 1036	0	PRE	6	3	 
                 1138	1	ACT0	0	3	 07ff
                 1140	1	ACT1	0	3	 07ff
                 1216	1	RD0	0	3	 3f0
                 1218	1	RD1	0	3	 3f0
                 1292	1	PRE	0	3	 
